customer_id,total_spend,segment
MC-178454,3805,Medium Value
MC-181001,3397,Medium Value
MC-181002,3957,Medium Value
MC-181003,1781,Low Value
MC-181004,2220,Medium Value
MC-181301,790,Low Value
MC-181302,3277,Medium Value
MC-181303,2881,Medium Value
MC-181304,1582,Low Value
MC-72751,1324,Low Value
MC-72752,2979,Medium Value
MC-74251,1381,Low Value
MC-74252,111,Low Value
MC-75751,761,Low Value
MC-75752,2859,Medium Value
MC-75901,481,Low Value
MC-75902,1073,Low Value
MC-76051,18,Low Value
MC-76052,190,Low Value
MC-76351,634,Low Value
MC-76352,59,Low Value
MC-78451,384,Low Value
MC-78452,608,Low Value
MC-81001,659,Low Value
MC-81301,345,Low Value
MC-81302,480,Low Value
MD-173501,2062,Medium Value
MD-173502,970,Low Value
MD-173503,9657,High Value
MD-173504,3766,Medium Value
MD-178601,9590,High Value
MD-178602,2689,Medium Value
MD-178603,2090,Medium Value
MD-178604,1203,Low Value
MD-73501,732,Low Value
MD-73502,26,Low Value
MD-73503,616,Low Value
MD-78601,6855,High Value
ME-173201,5608,High Value
ME-173202,6977,High Value
ME-173203,1281,Low Value
ME-173204,10665,High Value
ME-177251,3465,Medium Value
ME-177252,801,Low Value
ME-177253,1666,Low Value
ME-177254,1908,Low Value
ME-180101,1520,Low Value
ME-180102,5882,High Value
ME-180103,1888,Low Value
ME-180104,1257,Low Value
ME-73201,419,Low Value
ME-73202,1302,Low Value
ME-77251,514,Low Value
ME-77252,204,Low Value
ME-77253,1366,Low Value
ME-80101,161,Low Value
MF-176651,4636,Medium Value
MF-176652,4860,Medium Value
MF-176653,2935,Medium Value
MF-176654,936,Low Value
MF-182501,6176,High Value
MF-182502,9618,High Value
MF-182503,2874,Medium Value
MF-182504,1759,Low Value
MF-76651,58,Low Value
MF-76652,104,Low Value
MF-82501,25,Low Value
MF-82502,1492,Low Value
MG-176501,4904,Medium Value
MG-176502,2972,Medium Value
MG-176503,1054,Low Value
MG-176504,3785,Medium Value
MG-176801,9028,High Value
MG-176802,3801,Medium Value
MG-176803,884,Low Value
MG-176804,2351,Medium Value
MG-176951,6960,High Value
MG-176952,6958,High Value
MG-176953,962,Low Value
MG-176954,1342,Low Value
MG-178751,4374,Medium Value
MG-178752,6604,High Value
MG-178753,2233,Medium Value
MG-178754,1241,Low Value
MG-178901,7964,High Value
MG-178902,2846,Medium Value
MG-178903,1579,Low Value
MG-178904,777,Low Value
MG-181451,3170,Medium Value
MG-181452,9501,High Value
MG-181453,2416,Medium Value
MG-181454,3062,Medium Value
MG-182051,7669,High Value
MG-182052,5544,High Value
MG-182053,3134,Medium Value
MG-182054,16,Low Value
MG-76501,302,Low Value
MG-76801,2878,Medium Value
MG-76802,1421,Low Value
MG-76951,557,Low Value
MG-76952,1547,Low Value
MG-78751,80,Low Value
MG-78901,19,Low Value
MG-81451,4881,Medium Value
MG-81452,348,Low Value
MG-82051,1355,Low Value
MG-82052,15,Low Value
MG-82053,277,Low Value
MH-172901,3762,Medium Value
MH-172902,2845,Medium Value
MH-172903,4717,Medium Value
MH-172904,2393,Medium Value
MH-174401,3492,Medium Value
MH-174402,3454,Medium Value
MH-174403,601,Low Value
MH-174404,400,Low Value
MH-174551,2602,Medium Value
MH-174552,3228,Medium Value
MH-174553,1691,Low Value
MH-174554,2456,Medium Value
MH-176201,732,Low Value
MH-176202,4013,Medium Value
MH-176203,5040,High Value
MH-176204,1253,Low Value
MH-177851,4676,Medium Value
MH-177852,2780,Medium Value
MH-177853,2017,Medium Value
MH-177854,2203,Medium Value
MH-180251,1129,Low Value
MH-180252,5120,High Value
MH-180253,2520,Medium Value
MH-180254,2986,Medium Value
MH-181151,2634,Medium Value
MH-181152,2669,Medium Value
MH-181153,1208,Low Value
MH-181154,5503,High Value
MH-72901,1684,Low Value
MH-74401,2763,Medium Value
MH-74402,326,Low Value
MH-74403,268,Low Value
MH-74551,457,Low Value
MH-74552,4290,Medium Value
MH-76201,372,Low Value
MH-76202,129,Low Value
MH-76203,678,Low Value
MH-77851,1580,Low Value
MH-77852,336,Low Value
MH-80251,451,Low Value
MH-80252,22,Low Value
MH-80253,623,Low Value
MH-81151,942,Low Value
MH-81152,319,Low Value
MJ-177401,3419,Medium Value
MJ-177402,2549,Medium Value
MJ-177403,3061,Medium Value
MJ-177404,6321,High Value
MJ-77401,1080,Low Value
MJ-77402,56,Low Value
MK-179051,5029,High Value
MK-179052,2601,Medium Value
MK-179053,3269,Medium Value
MK-179054,2302,Medium Value
MK-181601,6220,High Value
MK-181602,2254,Medium Value
MK-181603,539,Low Value
MK-181604,1031,Low Value
MK-79051,347,Low Value
MK-79052,187,Low Value
MK-79053,712,Low Value
MK-81601,1310,Low Value
MK-81602,80,Low Value
MK-81603,1307,Low Value
ML-173951,1814,Low Value
ML-173952,6747,High Value
ML-173953,3221,Medium Value
ML-173954,2723,Medium Value
ML-174101,6342,High Value
ML-174102,1924,Low Value
ML-174103,3794,Medium Value
ML-174104,2922,Medium Value
ML-177551,6767,High Value
ML-177552,5182,High Value
ML-177553,404,Low Value
ML-177554,2071,Medium Value
ML-180401,2753,Medium Value
ML-180402,4549,Medium Value
ML-180403,633,Low Value
ML-180404,742,Low Value
ML-182651,5548,High Value
ML-182652,7379,High Value
ML-182653,1591,Low Value
ML-182654,162,Low Value
ML-73951,497,Low Value
ML-73952,553,Low Value
ML-74101,193,Low Value
ML-77551,937,Low Value
ML-77552,51,Low Value
ML-77553,122,Low Value
ML-80401,1513,Low Value
ML-80402,73,Low Value
ML-80403,104,Low Value
ML-82651,984,Low Value
ML-82652,187,Low Value
MM-172601,7869,High Value
MM-172602,1912,Low Value
MM-172603,4620,Medium Value
MM-172604,1315,Low Value
MM-179201,3683,Medium Value
MM-179202,7421,High Value
MM-179203,5483,High Value
MM-179204,3793,Medium Value
MM-180551,303,Low Value
MM-180552,6490,High Value
MM-180553,1619,Low Value
MM-180554,2752,Medium Value
MM-182801,1582,Low Value
MM-182802,3349,Medium Value
MM-182803,1429,Low Value
MM-182804,774,Low Value
MM-72601,19,Low Value
MM-72602,314,Low Value
MM-72603,5177,High Value
MM-79201,968,Low Value
MM-79202,382,Low Value
MM-80551,686,Low Value
MM-80552,1239,Low Value
MM-82801,664,Low Value
MM-82802,2922,Medium Value
MN-179351,4101,Medium Value
MN-179352,3182,Medium Value
MN-179353,3112,Medium Value
MN-179354,2477,Medium Value
MN-79351,71,Low Value
MN-79352,2104,Medium Value
MO-175001,1731,Low Value
MO-175002,4472,Medium Value
MO-175003,3190,Medium Value
MO-175004,922,Low Value
MO-178001,9347,High Value
MO-178002,355,Low Value
MO-178003,2319,Medium Value
MO-178004,1686,Low Value
MO-179501,101,Low Value
MO-179502,4009,Medium Value
MO-179503,266,Low Value
MO-179504,154,Low Value
MO-75001,580,Low Value
MO-75002,231,Low Value
MO-78001,1885,Low Value
MO-78002,2411,Medium Value
MO-79501,712,Low Value
MO-79502,222,Low Value
MP-174701,1697,Low Value
MP-174702,4416,Medium Value
MP-174703,3608,Medium Value
MP-174704,3207,Medium Value
MP-179651,2552,Medium Value
MP-179652,6431,High Value
MP-179653,4263,Medium Value
MP-179654,3984,Medium Value
MP-181751,9796,High Value
MP-181752,5065,High Value
MP-181753,2096,Medium Value
MP-181754,5090,High Value
MP-74701,59,Low Value
MP-79651,295,Low Value
MP-79652,271,Low Value
MP-81751,944,Low Value
MP-81752,1225,Low Value
MR-175451,4797,Medium Value
MR-175452,11500,High Value
MR-175453,2312,Medium Value
MR-175454,640,Low Value
MR-75451,1963,Low Value
MR-75452,363,Low Value
MS-173651,4809,Medium Value
MS-173652,2419,Medium Value
MS-173653,5642,High Value
MS-173654,7445,High Value
MS-175301,6450,High Value
MS-175302,3698,Medium Value
MS-175303,2710,Medium Value
MS-175304,476,Low Value
MS-177101,314,Low Value
MS-177102,3814,Medium Value
MS-177103,2762,Medium Value
MS-177104,1611,Low Value
MS-177701,4739,Medium Value
MS-177702,7757,High Value
MS-177703,1747,Low Value
MS-177704,3146,Medium Value
MS-178301,2696,Medium Value
MS-178302,4366,Medium Value
MS-178303,4350,Medium Value
MS-178304,370,Low Value
MS-179801,4091,Medium Value
MS-179802,7202,High Value
MS-179803,4065,Medium Value
MS-179804,855,Low Value
MS-73651,1233,Low Value
MS-73652,133,Low Value
MS-75301,569,Low Value
MS-75302,887,Low Value
MS-77101,164,Low Value
MS-77102,1366,Low Value
MS-77701,217,Low Value
MS-77702,322,Low Value
MS-78301,305,Low Value
MS-78302,4017,Medium Value
MS-79801,673,Low Value
MS-79802,983,Low Value
MT-178151,4902,Medium Value
MT-178152,3607,Medium Value
MT-178153,2446,Medium Value
MT-178154,2890,Medium Value
MT-180701,2682,Medium Value
MT-180702,6720,High Value
MT-180703,204,Low Value
MT-180704,1321,Low Value
MT-78151,344,Low Value
MT-78152,1157,Low Value
MT-80701,4827,Medium Value
MT-80702,2025,Medium Value
MV-174851,2222,Medium Value
MV-174852,5580,High Value
MV-174853,1202,Low Value
MV-174854,1561,Low Value
MV-181901,9480,High Value
MV-181902,2796,Medium Value
MV-181903,1564,Low Value
MV-181904,1736,Low Value
MV-74851,636,Low Value
MV-74852,317,Low Value
MV-81901,3445,Medium Value
MV-81902,551,Low Value
MW-182201,7302,High Value
MW-182202,5709,High Value
MW-182203,2241,Medium Value
MW-182204,5342,High Value
MW-182351,5128,High Value
MW-182352,3020,Medium Value
MW-182353,4534,Medium Value
MW-182354,5254,High Value
MW-82201,224,Low Value
MW-82202,2252,Medium Value
MW-82351,675,Low Value
MW-82352,397,Low Value
MY-173801,6052,High Value
MY-173802,5220,High Value
MY-173803,1198,Low Value
MY-173804,2255,Medium Value
MY-182951,8991,High Value
MY-182952,6649,High Value
MY-182953,5779,High Value
MY-182954,4151,Medium Value
MY-73801,158,Low Value
MY-73802,1589,Low Value
MY-82951,2993,Medium Value
MY-82952,1081,Low Value
MZ-173351,2892,Medium Value
MZ-173352,5126,High Value
MZ-173353,5854,High Value
MZ-173354,594,Low Value
MZ-175151,5508,High Value
MZ-175152,3803,Medium Value
MZ-175153,1508,Low Value
MZ-175154,2565,Medium Value
MZ-73351,180,Low Value
MZ-73352,3314,Medium Value
MZ-75151,1234,Low Value
MZ-75152,150,Low Value
MZ-75153,1809,Low Value
NB-185801,1306,Low Value
NB-185802,1409,Low Value
NB-185803,1886,Low Value
NB-185804,274,Low Value
NB-186551,2804,Medium Value
NB-186552,4478,Medium Value
NB-186553,392,Low Value
NB-186554,1974,Low Value
NB-85801,633,Low Value
NB-85802,100,Low Value
NB-85803,327,Low Value
NB-86551,131,Low Value
NB-86552,303,Low Value
NC-183401,7627,High Value
NC-183402,1754,Low Value
NC-183403,2063,Medium Value
NC-183404,2461,Medium Value
NC-184151,833,Low Value
NC-184152,2335,Medium Value
NC-184153,3870,Medium Value
NC-184154,2219,Medium Value
NC-185351,1137,Low Value
NC-185352,565,Low Value
NC-185353,1109,Low Value
NC-185354,8240,High Value
NC-186251,11491,High Value
NC-186252,2018,Medium Value
NC-186253,1573,Low Value
NC-186254,1822,Low Value
NC-83401,2280,Medium Value
NC-83402,229,Low Value
NC-83403,199,Low Value
NC-84151,287,Low Value
NC-84152,1215,Low Value
NC-85351,782,Low Value
NC-85352,469,Low Value
NC-86251,339,Low Value
NC-86252,103,Low Value
ND-183701,652,Low Value
ND-183702,3485,Medium Value
ND-183703,2452,Medium Value
ND-183704,4329,Medium Value
ND-184601,1377,Low Value
ND-184602,5124,High Value
ND-184603,2663,Medium Value
ND-184604,2894,Medium Value
ND-83701,360,Low Value
ND-83702,2431,Medium Value
ND-84601,1973,Low Value
ND-84602,41,Low Value
ND-84603,708,Low Value
NF-183851,7362,High Value
NF-183852,9656,High Value
NF-183853,2703,Medium Value
NF-183854,8321,High Value
NF-184751,3008,Medium Value
NF-184752,6407,High Value
NF-184753,839,Low Value
NF-184754,377,Low Value
NF-185951,2661,Medium Value
NF-185952,1557,Low Value
NF-185953,4287,Medium Value
NF-185954,2031,Medium Value
NF-83851,2029,Medium Value
NF-83852,402,Low Value
NF-83853,1305,Low Value
NF-84751,755,Low Value
NF-84752,676,Low Value
NF-84753,587,Low Value
NF-85951,801,Low Value
NF-85952,931,Low Value
NG-183551,2074,Medium Value
NG-183552,2134,Medium Value
NG-183553,3188,Medium Value
NG-183554,1871,Low Value
NG-184301,10114,High Value
NG-184302,3620,Medium Value
NG-184303,3841,Medium Value
NG-184304,1397,Low Value
NG-83551,358,Low Value
NG-83552,403,Low Value
NG-83553,1987,Low Value
NG-84301,430,Low Value
NG-84302,728,Low Value
NG-84303,2591,Medium Value
NH-186101,11557,High Value
NH-186102,4807,Medium Value
NH-186103,146,Low Value
NH-186104,2673,Medium Value
NH-86101,31,Low Value
NH-86102,1005,Low Value
NH-86103,1085,Low Value
NK-184901,6215,High Value
NK-184902,1104,Low Value
NK-184903,3592,Medium Value
NK-184904,571,Low Value
NK-84901,2393,Medium Value
NL-183101,6982,High Value
NL-183102,1732,Low Value
NL-183103,455,Low Value
NL-183104,1420,Low Value
NL-83101,222,Low Value
NL-83102,29,Low Value
NM-184451,8764,High Value
NM-184452,1335,Low Value
NM-184453,3664,Medium Value
NM-184454,6461,High Value
NM-185201,4082,Medium Value
NM-185202,4103,Medium Value
NM-185203,1983,Low Value
NM-185204,2163,Medium Value
NM-84451,191,Low Value
NM-84452,18,Low Value
NM-84453,3845,Medium Value
NM-85201,1541,Low Value
NP-183251,945,Low Value
NP-183252,2922,Medium Value
NP-183253,2382,Medium Value
NP-183254,5532,High Value
NP-186701,660,Low Value
NP-186702,6412,High Value
NP-186703,1860,Low Value
NP-186704,3909,Medium Value
NP-186851,3851,Medium Value
NP-186852,843,Low Value
NP-186853,5440,High Value
NP-186854,1229,Low Value
NP-187001,877,Low Value
NP-187002,4020,Medium Value
NP-187003,1238,Low Value
NP-187004,7904,High Value
NP-83251,219,Low Value
NP-83252,531,Low Value
NP-83253,587,Low Value
NP-86701,1954,Low Value
NP-86702,919,Low Value
NP-86851,4655,Medium Value
NP-86852,340,Low Value
NP-87001,1330,Low Value
NP-87002,552,Low Value
NR-185501,4196,Medium Value
NR-185502,1116,Low Value
NR-185503,3313,Medium Value
NR-185504,2368,Medium Value
NR-85501,305,Low Value
NR-85502,1593,Low Value
NS-185051,1681,Low Value
NS-185052,3767,Medium Value
NS-185053,6814,High Value
NS-185054,2576,Medium Value
NS-186401,2341,Medium Value
NS-186402,4581,Medium Value
NS-186403,4982,Medium Value
NS-186404,2966,Medium Value
NS-85051,901,Low Value
NS-85052,62,Low Value
NS-86401,694,Low Value
NS-86402,1079,Low Value
NW-184001,1550,Low Value
NW-184002,1720,Low Value
NW-184003,4823,Medium Value
NW-184004,7233,High Value
NW-84001,5100,High Value
NW-84002,334,Low Value
NW-84003,1614,Low Value
NZ-185651,9544,High Value
NZ-185652,5475,High Value
NZ-185653,2436,Medium Value
NZ-185654,2487,Medium Value
NZ-85651,329,Low Value
ON-187151,3094,Medium Value
ON-187152,8368,High Value
ON-187153,4736,Medium Value
ON-187154,1567,Low Value
ON-87151,346,Low Value
ON-87152,1162,Low Value
OT-187301,6463,High Value
OT-187302,5883,High Value
OT-187303,3330,Medium Value
OT-187304,3819,Medium Value
OT-87301,220,Low Value
OT-87302,44,Low Value
PA-190601,1265,Low Value
PA-190602,1921,Low Value
PA-190603,2808,Medium Value
PA-190604,730,Low Value
PA-90601,3223,Medium Value
PA-90602,448,Low Value
PB-188051,3440,Medium Value
PB-188052,4889,Medium Value
PB-188053,3001,Medium Value
PB-188054,741,Low Value
PB-191051,2957,Medium Value
PB-191052,1855,Low Value
PB-191053,2587,Medium Value
PB-191054,689,Low Value
PB-191501,1849,Low Value
PB-191502,1308,Low Value
PB-191503,3294,Medium Value
PB-191504,1457,Low Value
PB-192101,11654,High Value
PB-192102,4684,Medium Value
PB-192103,2497,Medium Value
PB-192104,133,Low Value
PB-88051,254,Low Value
PB-88052,620,Low Value
PB-88053,1913,Low Value
PB-91051,1809,Low Value
PB-91501,393,Low Value
PB-91502,3085,Medium Value
PB-92101,270,Low Value
PB-92102,5031,High Value
PC-187451,3356,Medium Value
PC-187452,1448,Low Value
PC-187453,4058,Medium Value
PC-187454,1832,Low Value
PC-190001,2185,Medium Value
PC-190002,6069,High Value
PC-190003,157,Low Value
PC-190004,1062,Low Value
PC-87451,85,Low Value
PC-87452,1161,Low Value
PC-90001,1040,Low Value
PC-90002,120,Low Value
PF-191201,15063,High Value
PF-191202,1864,Low Value
PF-191203,2001,Medium Value
PF-191204,9065,High Value
PF-191651,4736,Medium Value
PF-191652,5169,High Value
PF-191653,3347,Medium Value
PF-191654,2770,Medium Value
PF-192251,3374,Medium Value
PF-192252,3910,Medium Value
PF-192253,2427,Medium Value
PF-192254,2207,Medium Value
PF-91201,714,Low Value
PF-91202,322,Low Value
PF-91203,847,Low Value
PF-91651,1533,Low Value
PF-91652,476,Low Value
PF-92251,357,Low Value
PF-92252,1117,Low Value
PG-188201,8315,High Value
PG-188202,779,Low Value
PG-188203,2453,Medium Value
PG-188204,3088,Medium Value
PG-188951,3381,Medium Value
PG-188952,4707,Medium Value
PG-188953,3864,Medium Value
PG-188954,1988,Low Value
PG-88201,459,Low Value
PG-88202,1387,Low Value
PG-88951,482,Low Value
PG-88952,1500,Low Value
PH-187901,3975,Medium Value
PH-187902,408,Low Value
PH-187903,4322,Medium Value
PH-187904,730,Low Value
PH-87901,177,Low Value
PH-87902,1570,Low Value
PJ-188351,2704,Medium Value
PJ-188352,8509,High Value
PJ-188353,1208,Low Value
PJ-188354,1220,Low Value
PJ-190151,1779,Low Value
PJ-190152,3278,Medium Value
PJ-190153,2352,Medium Value
PJ-190154,1823,Low Value
PJ-88351,581,Low Value
PJ-88352,220,Low Value
PJ-90151,623,Low Value
PJ-90152,5990,High Value
PK-189101,1397,Low Value
PK-189102,802,Low Value
PK-189103,3644,Medium Value
PK-189104,1441,Low Value
PK-190751,3098,Medium Value
PK-190752,4270,Medium Value
PK-190753,1651,Low Value
PK-190754,8646,High Value
PK-89101,948,Low Value
PK-90751,533,Low Value
PK-90752,459,Low Value
PL-189251,10789,High Value
PL-189252,1899,Low Value
PL-189253,1329,Low Value
PL-189254,239,Low Value
PL-89251,261,Low Value
PL-89252,498,Low Value
PM-189401,4352,Medium Value
PM-189402,4564,Medium Value
PM-189403,2575,Medium Value
PM-189404,1405,Low Value
PM-191351,2796,Medium Value
PM-191352,1315,Low Value
PM-191353,1632,Low Value
PM-191354,4115,Medium Value
PM-89401,863,Low Value
PM-89402,587,Low Value
PM-91351,746,Low Value
PM-91352,684,Low Value
PN-187751,5619,High Value
PN-187752,2519,Medium Value
PN-187753,1765,Low Value
PN-187754,1467,Low Value
PN-87751,1024,Low Value
PN-87752,499,Low Value
PO-188501,5125,High Value
PO-188502,7288,High Value
PO-188503,5390,High Value
PO-188504,7475,High Value
PO-188651,2550,Medium Value
PO-188652,13056,High Value
PO-188653,2952,Medium Value
PO-188654,2494,Medium Value
PO-191801,9211,High Value
PO-191802,682,Low Value
PO-191803,1967,Low Value
PO-191804,4893,Medium Value
PO-191951,5331,High Value
PO-191952,2524,Medium Value
PO-191953,1958,Low Value
PO-191954,1057,Low Value
PO-88501,1076,Low Value
PO-88502,358,Low Value
PO-88651,2607,Medium Value
PO-88652,205,Low Value
PO-88653,161,Low Value
PO-91801,416,Low Value
PO-91802,88,Low Value
PO-91803,727,Low Value
PO-91951,7799,High Value
PO-91952,27,Low Value
PO-91953,403,Low Value
PP-189551,8800,High Value
PP-189552,5300,High Value
PP-189553,533,Low Value
PP-189554,7254,High Value
PP-89551,232,Low Value
PP-89552,128,Low Value
PR-188801,3303,Medium Value
PR-188802,3897,Medium Value
PR-188803,4204,Medium Value
PR-188804,1841,Low Value
PR-88801,517,Low Value
PR-88802,289,Low Value
PR-88803,279,Low Value
PS-187601,3962,Medium Value
PS-187602,6533,High Value
PS-187603,3252,Medium Value
PS-187604,2182,Medium Value
PS-189701,5988,High Value
PS-189702,4672,Medium Value
PS-189703,6286,High Value
PS-189704,1278,Low Value
PS-190451,8178,High Value
PS-190452,7012,High Value
PS-190453,7221,High Value
PS-190454,6842,High Value
PS-87601,531,Low Value
PS-87602,1175,Low Value
PS-89701,57,Low Value
PS-89702,1339,Low Value
PS-90451,341,Low Value
PS-90452,489,Low Value
PT-190901,2798,Medium Value
PT-190902,2553,Medium Value
PT-190903,2858,Medium Value
PT-190904,160,Low Value
PT-90901,804,Low Value
PT-90902,3881,Medium Value
PV-189851,2717,Medium Value
PV-189852,2313,Medium Value
PV-189853,4636,Medium Value
PV-189854,2875,Medium Value
PV-89851,3156,Medium Value
PV-89852,3235,Medium Value
PW-190301,1126,Low Value
PW-190302,5988,High Value
PW-190303,2237,Medium Value
PW-190304,3454,Medium Value
PW-192401,563,Low Value
PW-192402,1023,Low Value
PW-192403,1677,Low Value
PW-192404,3922,Medium Value
PW-90301,509,Low Value
PW-90302,574,Low Value
PW-92401,1097,Low Value
PW-92402,140,Low Value
QJ-192551,6156,High Value
QJ-192552,3314,Medium Value
QJ-192553,2616,Medium Value
QJ-192554,6111,High Value
QJ-92551,165,Low Value
QJ-92552,223,Low Value
RA-192851,3278,Medium Value
RA-192852,7958,High Value
RA-192853,2964,Medium Value
RA-192854,2619,Medium Value
RA-198851,5363,High Value
RA-198852,2886,Medium Value
RA-198853,3354,Medium Value
RA-198854,3832,Medium Value
RA-199151,3895,Medium Value
RA-199152,4488,Medium Value
RA-199153,7801,High Value
RA-199154,4794,Medium Value
RA-199451,726,Low Value
RA-199452,4439,Medium Value
RA-199453,4845,Medium Value
RA-199454,1686,Low Value
RA-92851,2760,Medium Value
RA-92852,295,Low Value
RA-92853,3170,Medium Value
RA-98851,59,Low Value
RA-98852,154,Low Value
RA-98853,291,Low Value
RA-99151,201,Low Value
RA-99152,219,Low Value
RA-99451,1012,Low Value
RA-99452,1034,Low Value
RB-193301,3794,Medium Value
RB-193302,8650,High Value
RB-193303,4909,Medium Value
RB-193304,1008,Low Value
RB-193601,10106,High Value
RB-193602,3511,Medium Value
RB-193603,463,Low Value
RB-193604,15117,High Value
RB-194351,4966,Medium Value
RB-194352,93,Low Value
RB-194353,3896,Medium Value
RB-194354,2663,Medium Value
RB-194651,7408,High Value
RB-194652,1190,Low Value
RB-194653,3867,Medium Value
RB-194654,4714,Medium Value
RB-195701,1822,Low Value
RB-195702,6788,High Value
RB-195703,1824,Low Value
RB-195704,528,Low Value
RB-196451,2377,Medium Value
RB-196452,1580,Low Value
RB-196453,1796,Low Value
RB-196454,221,Low Value
RB-197051,4923,Medium Value
RB-197052,367,Low Value
RB-197053,1930,Low Value
RB-197054,2068,Medium Value
RB-197951,2476,Medium Value
RB-197952,1486,Low Value
RB-197953,9463,High Value
RB-197954,5633,High Value
RB-93301,2079,Medium Value
RB-93302,2458,Medium Value
RB-93601,171,Low Value
RB-93602,233,Low Value
RB-94351,215,Low Value
RB-94352,2964,Medium Value
RB-94651,418,Low Value
RB-94652,3257,Medium Value
RB-95701,267,Low Value
RB-95702,320,Low Value
RB-96451,147,Low Value
RB-96452,135,Low Value
RB-97051,4267,Medium Value
RB-97052,285,Low Value
RB-97053,1464,Low Value
RB-97951,68,Low Value
RB-97952,188,Low Value
RC-198251,778,Low Value
RC-198252,4180,Medium Value
RC-198253,1993,Low Value
RC-198254,968,Low Value
RC-199601,3140,Medium Value
RC-199602,2901,Medium Value
RC-199603,971,Low Value
RC-199604,886,Low Value
RC-98251,37,Low Value
RC-99601,1610,Low Value
RC-99602,31,Low Value
RD-194801,890,Low Value
RD-194802,5552,High Value
RD-194803,5769,High Value
RD-194804,4272,Medium Value
RD-195851,4320,Medium Value
RD-195852,8108,High Value
RD-195853,973,Low Value
RD-195854,2913,Medium Value
RD-196601,4068,Medium Value
RD-196602,5345,High Value
RD-196603,751,Low Value
RD-196604,2787,Medium Value
RD-197201,3843,Medium Value
RD-197202,5295,High Value
RD-197203,346,Low Value
RD-197204,1420,Low Value
RD-198101,2147,Medium Value
RD-198102,1286,Low Value
RD-198103,2519,Medium Value
RD-198104,1137,Low Value
RD-199001,6221,High Value
RD-199002,23,Low Value
RD-199003,4104,Medium Value
RD-199004,3134,Medium Value
RD-199301,3945,Medium Value
RD-199302,399,Low Value
RD-199303,3982,Medium Value
RD-199304,971,Low Value
RD-94801,609,Low Value
RD-94802,91,Low Value
RD-94803,363,Low Value
RD-95851,4464,Medium Value
RD-95852,704,Low Value
RD-96601,2960,Medium Value
RD-96602,175,Low Value
RD-96603,258,Low Value
RD-97201,2698,Medium Value
RD-97202,1136,Low Value
RD-98101,3021,Medium Value
RD-98102,192,Low Value
RD-99001,280,Low Value
RD-99002,4558,Medium Value
RD-99301,2183,Medium Value
RD-99302,4339,Medium Value
RE-194051,7787,High Value
RE-194052,1122,Low Value
RE-194053,3116,Medium Value
RE-194054,48,Low Value
RE-194501,4319,Medium Value
RE-194502,2495,Medium Value
RE-194503,2970,Medium Value
RE-194504,878,Low Value
RE-94051,868,Low Value
RE-94052,1098,Low Value
RE-94501,1411,Low Value
RE-94502,4267,Medium Value
RF-193451,4628,Medium Value
RF-193452,3029,Medium Value
RF-193453,2424,Medium Value
RF-193454,3310,Medium Value
RF-197351,6855,High Value
RF-197352,1320,Low Value
RF-197353,1622,Low Value
RF-197354,2342,Medium Value
RF-198401,2803,Medium Value
RF-198402,7357,High Value
RF-198403,3972,Medium Value
RF-198404,947,Low Value
RF-93451,688,Low Value
RF-93452,13,Low Value
RF-93453,2506,Medium Value
RF-97351,951,Low Value
RF-98401,173,Low Value
RF-98402,400,Low Value
RH-194951,2452,Medium Value
RH-194952,4263,Medium Value
RH-194953,2961,Medium Value
RH-194954,3622,Medium Value
RH-195101,1448,Low Value
RH-195102,1519,Low Value
RH-195103,1654,Low Value
RH-195104,6980,High Value
RH-195551,3631,Medium Value
RH-195552,2999,Medium Value
RH-195553,1573,Low Value
RH-195554,740,Low Value
RH-196001,572,Low Value
RH-196002,954,Low Value
RH-196003,1019,Low Value
RH-196004,2086,Medium Value
RH-94951,2833,Medium Value
RH-94952,225,Low Value
RH-95101,585,Low Value
RH-95102,1252,Low Value
RH-95551,4477,Medium Value
RH-95552,4275,Medium Value
RH-96001,1421,Low Value
RH-96002,1826,Low Value
RH-96003,92,Low Value
RK-193001,3288,Medium Value
RK-193002,1048,Low Value
RK-193003,7683,High Value
RK-193004,1460,Low Value
RK-93001,383,Low Value
RK-93002,136,Low Value
RL-196151,4648,Medium Value
RL-196152,682,Low Value
RL-196153,3303,Medium Value
RL-196154,6236,High Value
RL-96151,169,Low Value
RL-96152,2251,Medium Value
RM-193751,5541,High Value
RM-193752,5054,High Value
RM-193753,4028,Medium Value
RM-193754,1453,Low Value
RM-196751,898,Low Value
RM-196752,3011,Medium Value
RM-196753,1266,Low Value
RM-196754,5978,High Value
RM-197501,2453,Medium Value
RM-197502,2363,Medium Value
RM-197503,1560,Low Value
RM-197504,98,Low Value
RM-93751,709,Low Value
RM-93752,1532,Low Value
RM-96751,198,Low Value
RM-96752,212,Low Value
RM-96753,1305,Low Value
RM-97501,53,Low Value
RM-97502,876,Low Value
RO-197801,12210,High Value
RO-197802,1842,Low Value
RO-197803,965,Low Value
RO-197804,3816,Medium Value
RO-97801,2597,Medium Value
RO-97802,482,Low Value
RP-192701,6542,High Value
RP-192702,5731,High Value
RP-192703,495,Low Value
RP-192704,955,Low Value
RP-193901,6918,High Value
RP-193902,1082,Low Value
RP-193903,2963,Medium Value
RP-193904,5155,High Value
RP-198551,3516,Medium Value
RP-198552,4063,Medium Value
RP-198553,1294,Low Value
RP-198554,2169,Medium Value
RP-92701,238,Low Value
RP-92702,1037,Low Value
RP-93901,4862,Medium Value
